,data_compra,sku,produto,fornecedor,custo_bruto,comissoes_mktplace,frete,preco_venda,lucro_venda,dias_estoque,data_venda,marketplace_venda,cliente,localizacao
296,2020-07-16,54992POLPETGRA,CAMISA POLO MASCULINA AUTHENTIC COM DETALHES EM COURO MMT - 54992 - PETRÓLEO - G,MMT,14.4,0.0,0.0,23.92,8.87,134,2020-11-27,SHOPEE,355ee0dc7bd66e7671b1,"Curitiba, PR"
297,2020-07-16,54992POLPETGRA,CAMISA POLO MASCULINA AUTHENTIC COM DETALHES EM COURO MMT - 54992 - PETRÓLEO - G,MMT,14.4,0.0,0.0,23.92,8.87,150,2020-12-13,SHOPEE,f2a757b1cb579edb7736,"Cascavel, Paraná"
298,2020-07-16,54992POLPREGG,CAMISA POLO MASCULINA AUTHENTIC COM DETALHES EM COURO MMT - 54992 - PRETA - GG,MMT,14.4,0.0,0.0,23.92,8.87,134,2020-11-27,SHOPEE,890d74cc1ce6bdcc5d86,"Curitiba, PR"
299,2020-07-16,54992POLPREGG,CAMISA POLO MASCULINA AUTHENTIC COM DETALHES EM COURO MMT - 54992 - PRETA - GG,MMT,14.4,0.0,0.0,23.92,8.87,148,2020-12-11,SHOPEE,e703203caa341d9e9ab2,"Capelinha, Minas Gerais"
300,2020-07-16,54992POLPETGG,CAMISA POLO MASCULINA AUTHENTIC COM DETALHES EM COURO MMT - 54992 - PETRÓLEO - GG,MMT,14.4,0.0,0.0,23.92,8.87,134,2020-11-27,SHOPEE,890d74cc1ce6bdcc5d86,"Curitiba, PR"
301,2020-07-16,54992POLPETGG,CAMISA POLO MASCULINA AUTHENTIC COM DETALHES EM COURO MMT - 54992 - PETRÓLEO - GG,MMT,14.4,0.0,0.0,23.92,8.87,150,2020-12-13,SHOPEE,35b3484c9876a131b48f,"Betim, Minas Gerais"
302,2020-07-16,54992POLCHUGG,CAMISA POLO MASCULINA AUTHENTIC COM DETALHES EM COURO MMT - 54992 - CHUMBO - GG,MMT,14.4,0.0,0.0,23.92,8.87,149,2020-12-12,SHOPEE,0ecce85a07b36dd9df96,"São Paulo, São Paulo"
303,2020-07-16,56262BERPREPEQ,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - P,MMT,18.33,2.68,0.0,14.9,-7.6,537,2022-01-04,SHOPEE,0d3cb9f7e1daf659eab1,"Angatuba, São Paulo"
304,2020-07-16,56262BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - M,MMT,18.33,2.68,0.0,14.9,-7.6,519,2021-12-17,SHOPEE,dbef2d2c0224acb1a049,"Curitiba, Paraná"
305,2020-07-16,56262BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - M,MMT,18.33,2.68,0.0,14.9,-7.6,519,2021-12-17,SHOPEE,6e1049470e4fd1022335,"Vargem Grande Paulista, São Paulo"
306,2020-07-16,56262BERPREPEQ,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - P,MMT,18.33,4.89,0.0,27.14,1.21,473,2021-11-01,SHOPEE,85f447db24cd03e64911,"São José do Cedro, SC"
307,2020-07-16,56262BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - M,MMT,18.33,2.68,0.0,14.9,-7.6,522,2021-12-20,SHOPEE,f745b6bf24b07cebc1b4,"Campinas, São Paulo"
308,2020-07-16,56262BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - M,MMT,18.33,1.98,0.0,14.9,-6.9,530,2021-12-28,SHOPEE,9f491f013901a7da8658,"São Paulo, São Paulo"
309,2020-07-16,56262BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - M,MMT,18.33,6.38,0.0,39.9,13.54,361,2021-07-12,SHOPEE,4d2a8ec0233c8968c63a,VINHEDO SP
310,2020-07-16,56262BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - M,MMT,18.33,2.68,0.0,14.9,-7.6,532,2021-12-30,MAGALU,ecf5c6abcd4a4ddd42b2,"Campo Largo, Paraná"
311,2020-07-16,56262BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - M,MMT,18.33,2.68,0.0,14.9,-7.6,536,2022-01-03,SHOPEE,87870c60773e11773831,"São José, Santa Catarina"
312,2020-07-16,56262BERPREMED,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - M,MMT,18.33,2.68,0.0,14.9,-7.6,519,2021-12-17,SHOPEE,dbef2d2c0224acb1a049,"Curitiba, Paraná"
313,2020-07-16,56262BERAZUGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - G,MMT,18.33,2.98,0.0,14.9,-7.9,515,2021-12-13,SHOPEE,deb6ab246f9e38f77946,"Toledo, PR"
314,2020-07-16,56262BERAZUGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - G,MMT,18.33,2.68,0.0,14.9,-7.6,531,2021-12-29,ENTREGUE EM MÃOS,59969774f8070fefcd1f,"Igrejinha, Rio Grande do Sul"
315,2020-07-16,56262BERAZUGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - G,MMT,18.33,2.68,0.0,14.9,-7.6,532,2021-12-30,SHOPEE,59969774f8070fefcd1f,"Igrejinha, Rio Grande do Sul"
316,2020-07-16,56262BERPREMED,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - M,MMT,18.33,0.0,0.0,29.93,10.82,181,2021-01-13,SHOPEE,04a3c415b052d08a121c,"Potim, São Paulo"
317,2020-07-16,56262BERPREMED,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - M,MMT,18.33,1.5,0.0,29.93,9.32,312,2021-05-24,SHOPEE,cecc9579f6a1507696b7,"Itamarati, Minas Gerais"
318,2020-07-16,56262BERPREMED,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - M,MMT,18.33,5.39,0.0,29.93,5.43,377,2021-07-28,SHOPEE,4872ca0e32ed422d805e,"Itanhaém, São Paulo"
319,2020-07-16,56262BERPREMED,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - M,MMT,18.33,5.39,0.0,29.93,5.43,405,2021-08-25,SHOPEE,0dad70a2821b08cdf840,"Monte Alto, São Paulo"
320,2020-07-16,56262BERAZUGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - G,MMT,18.33,2.68,0.0,14.9,-7.6,533,2021-12-31,SHOPEE,59969774f8070fefcd1f,"Igrejinha, Rio Grande do Sul"
321,2020-07-16,56262BERAZUGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - G,MMT,18.33,2.68,0.0,14.9,-7.6,534,2022-01-01,SHOPEE,59969774f8070fefcd1f,"Igrejinha, Rio Grande do Sul"
322,2020-07-16,56262BERAZUGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - G,MMT,18.33,2.68,0.0,14.9,-7.6,535,2022-01-02,SHOPEE,59969774f8070fefcd1f,"Igrejinha, Rio Grande do Sul"
323,2020-07-16,56262BERPREGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - G,MMT,18.33,2.98,0.0,14.9,-7.9,515,2021-12-13,SHOPEE,deb6ab246f9e38f77946,"Toledo, PR"
324,2020-07-16,56262BERPREGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - G,MMT,18.33,2.98,0.0,14.9,-7.9,515,2021-12-13,ENTREGUE EM MÃOS,deb6ab246f9e38f77946,"Toledo, PR"
325,2020-07-16,56262BERPREGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - G,MMT,18.33,2.68,0.0,14.9,-7.6,519,2021-12-17,ENTREGUE EM MÃOS,6e1049470e4fd1022335,"Vargem Grande Paulista, São Paulo"
326,2020-07-16,56262BERPREGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - G,MMT,18.33,2.68,0.0,14.9,-7.6,531,2021-12-29,SHOPEE,3f81ceabaad85848cfe7,"Tatuí, São Paulo"
327,2020-07-16,56262BERPREGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - G,MMT,18.33,12.58,1.99,39.9,5.35,208,2021-02-09,SHOPEE,0694e112abffeb2227ad,"Itabuna, Bahia"
328,2020-07-16,56262BERPREGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - G,MMT,18.33,4.89,0.0,27.14,3.38,467,2021-10-26,SHOPEE,2bbf506663928c6d54c1,"Agudo, Rio Grande do Sul"
329,2020-07-16,580196CAMPETPEQ,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PETROLEO - P,MMT,14.4,1.78,0.0,9.9,-7.27,531,2021-12-29,SHOPEE,f571837fe9ab51e28e36,"Campo Grande, Mato Grosso do Sul"
330,2020-07-16,580196CAMPETPEQ,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PETROLEO - P,MMT,14.4,1.78,0.0,9.9,-7.27,544,2022-01-11,SHOPEE,004cc66ced4d2008a732,"Santana de Parnaíba, São Paulo"
331,2020-07-16,580196CAMASFPEQ,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - ASFALTO - P,MMT,14.4,1.78,0.0,9.9,-7.27,567,2022-02-03,SHOPEE,8ed7a563e6dfc1bae6c7,"Rio de Janeiro, Rio de Janeiro"
332,2020-07-16,580196CAMASFPEQ,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - ASFALTO - P,MMT,14.4,1.78,0.0,9.9,-7.27,567,2022-02-03,SHOPEE,8ed7a563e6dfc1bae6c7,"Rio de Janeiro, Rio de Janeiro"
333,2020-07-16,56262BERAZUGG,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - GG,MMT,18.33,0.0,0.0,29.9,10.79,235,2021-03-08,SHOPEE,ca17852b74f9fee0cdc7,Toledo/PR
334,2020-07-16,56262BERAZUGG,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - GG,MMT,18.33,12.58,0.0,39.9,7.34,156,2020-12-19,ENTREGUE EM MÃOS,76eb66ad1bcb78bbbb29,"SANTO ANDRE, SP"
335,2020-07-16,56262BERAZUGG,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - AZUL - GG,MMT,18.33,0.0,0.0,18.33,0.0,200,2021-02-01,MAGALU,9300758c0292990baf94,Toledo/PR
336,2020-07-16,56262BERPREGG,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - GG,MMT,18.33,12.58,0.0,39.9,7.34,125,2020-11-18,ENTREGUE EM MÃOS,6b92ed7c81288fd1dfbf,"SAO CARLOS, SP"
337,2020-07-16,56262BERPREGG,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - GG,MMT,18.33,12.58,0.0,39.9,7.34,125,2020-11-18,MAGALU,6b92ed7c81288fd1dfbf,"SAO CARLOS, SP"
338,2020-07-16,56262BERPREGG,BERMUDA MOLETOM MOLETINHO BRUXELAS PLAQ COURO MESCLADA MMT - 56262 - PRETA - GG,MMT,18.33,0.0,0.0,30.0,10.88,155,2020-12-18,MAGALU,5447f70827c392ff7443,"Passo Fundo, RS"
339,2020-07-16,56265BERAZUPEQ,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - P,MMT,21.58,5.39,0.0,29.93,2.51,384,2021-08-04,ENTREGUE EM MÃOS,881dcfd56cf8bd4ebc27,"Tupã, São Paulo"
340,2020-07-16,56265BERAZUPEQ,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - P,MMT,21.58,1.5,0.0,29.93,6.4,237,2021-03-10,SHOPEE,682479852b5d9410757e,"Rio de Janeiro, Rio de Janeiro"
341,2020-07-16,56265BERPREPEQ,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - P,MMT,21.58,12.58,0.0,39.9,4.41,152,2020-12-15,SHOPEE,8aca5b2af90c298684c8,"JOINVILLE, SC"
342,2020-07-16,56265BERPREPEQ,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - P,MMT,21.58,1.5,0.0,29.93,6.4,237,2021-03-10,MAGALU,682479852b5d9410757e,"Rio de Janeiro, Rio de Janeiro"
343,2020-07-16,56265BERPREPEQ,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - P,MMT,21.58,1.5,0.0,29.93,6.4,267,2021-04-09,SHOPEE,e1a6e1e59a21549600d3,"Florianópolis, Santa Catarina"
344,2020-07-16,56265BERPREPEQ,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - P,MMT,21.58,1.5,0.0,29.93,6.4,287,2021-04-29,SHOPEE,b561474f5e97bee7e08a,Rio de Janeiro
345,2020-07-16,56265BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - M,MMT,21.58,12.58,0.0,39.9,4.41,164,2020-12-27,SHOPEE,a85ac670e0065cb7cbc1,"HERVAL, RS"
346,2020-07-16,56265BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - M,MMT,21.58,0.0,0.0,39.9,16.99,174,2021-01-06,MAGALU,d6f4c50518762dfc4feb,"Pontes e Lacerda, Mato Grosso"
347,2020-07-16,56265BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - M,MMT,21.58,12.58,0.0,39.9,4.41,181,2021-01-13,SHOPEE,5cbb7af3711acc99fbec,"SAO PAULO, SP"
348,2020-07-16,56265BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - M,MMT,21.58,1.5,0.0,29.93,6.4,257,2021-03-30,MAGALU,fd16de0d712208c980b2,"Mogi Guaçu, São Paulo"
349,2020-07-16,56265BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - M,MMT,21.58,1.5,0.0,29.93,6.4,264,2021-04-06,SHOPEE,396fa8c2fd141fd15757,"Jundiaí, São Paulo"
350,2020-07-16,56265BERAZUMED,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - M,MMT,21.58,1.5,0.0,29.93,6.4,319,2021-05-31,SHOPEE,43d435e608f14c96a1ec,"Conceição do Mato Dentro, Minas Gerais"
351,2020-07-16,56265BERPREMED,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - M,MMT,21.58,0.0,0.0,29.93,7.9,194,2021-01-26,SHOPEE,cec5d36e3c4c983cef2b,"Guarapuava, Paraná"
352,2020-07-16,56265BERPREMED,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - M,MMT,21.58,0.0,0.0,29.93,7.9,200,2021-02-01,SHOPEE,ecddc585059dbb613825,"São Paulo, São Paulo"
353,2020-07-16,56265BERPREMED,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - M,MMT,21.58,0.0,0.0,29.93,7.9,201,2021-02-02,SHOPEE,eb2730b9dc30541c73f8,"Araçatuba, São Paulo"
354,2020-07-16,56265BERPREMED,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - M,MMT,21.58,1.5,0.0,29.93,6.4,263,2021-04-05,SHOPEE,7ea14b2c52d95a3d950c,"Taguaí, São Paulo"
355,2020-07-16,56265BERPREMED,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - M,MMT,21.58,1.5,0.0,29.93,6.4,236,2021-03-09,SHOPEE,7f5fe1e7ae27d981e35c,"Cascavel, Paraná"
356,2020-07-16,56265BERPREMED,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - M,MMT,21.58,1.5,0.0,29.93,6.4,249,2021-03-22,SHOPEE,043265b4c511fa716b80,"Princesa Isabel, Paraíba"
357,2020-07-16,56265BERAZUGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - G,MMT,21.58,12.58,0.0,39.9,4.41,99,2020-10-23,SHOPEE,b6ee1649a68d067d8b74,"CAXIAS DO SUL, RS"
358,2020-07-16,56265BERAZUGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - G,MMT,21.58,12.58,0.0,39.9,4.41,164,2020-12-27,MAGALU,a85ac670e0065cb7cbc1,"HERVAL, RS"
359,2020-07-16,56265BERAZUGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - G,MMT,21.58,12.58,1.99,39.9,2.42,208,2021-02-09,MAGALU,0694e112abffeb2227ad,"Itabuna, Bahia"
360,2020-07-16,56265BERAZUGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - G,MMT,21.58,0.0,0.0,29.93,7.9,189,2021-01-21,SHOPEE,f2fcc575ef6c78f5c63c,"Mongaguá, São Paulo"
361,2020-07-16,56265BERAZUGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - G,MMT,21.58,12.58,0.0,39.9,4.41,126,2020-11-19,SHOPEE,fcb49b5b8e4d6b5b9e42,"GOVERNADOR EDISON LOBAO, MA"
362,2020-07-16,56265BERAZUGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - G,MMT,21.58,12.58,0.0,39.9,4.41,126,2020-11-19,MAGALU,fcb49b5b8e4d6b5b9e42,"GOVERNADOR EDISON LOBAO, MA"
363,2020-07-16,56265BERPREGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - G,MMT,21.58,12.58,0.0,39.9,4.41,126,2020-11-19,MAGALU,fcb49b5b8e4d6b5b9e42,"GOVERNADOR EDISON LOBAO, MA"
364,2020-07-16,56265BERPREGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - G,MMT,21.58,12.58,0.0,39.9,4.41,164,2020-12-27,MAGALU,a85ac670e0065cb7cbc1,"HERVAL, RS"
365,2020-07-16,56265BERPREGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - G,MMT,21.58,0.0,0.0,29.93,7.9,189,2021-01-21,MAGALU,f2fcc575ef6c78f5c63c,"Mongaguá, São Paulo"
366,2020-07-16,56265BERPREGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - G,MMT,21.58,0.0,0.0,29.93,7.9,200,2021-02-01,SHOPEE,0694e112abffeb2227ad,"Itabuna, Bahia"
367,2020-07-16,56265BERPREGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - G,MMT,21.58,1.5,0.0,29.93,6.4,229,2021-03-02,SHOPEE,1a51a971dfd84233ff8d,"São Carlos, São Paulo"
368,2020-07-16,56265BERPREGRA,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - G,MMT,21.58,12.58,0.0,39.9,4.41,238,2021-03-11,SHOPEE,1f9a2d28bf6cea59e4e0,"Vargem Grande do Sul, São Paulo"
369,2020-07-16,56265BERAZUGG,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - GG,MMT,21.58,12.58,0.0,39.9,4.41,152,2020-12-15,SHOPEE,8aca5b2af90c298684c8,"JOINVILLE, SC"
370,2020-07-16,56265BERAZUGG,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - GG,MMT,21.58,0.0,0.0,21.58,0.0,200,2021-02-01,MAGALU,9300758c0292990baf94,Toledo/PR
371,2020-07-16,56265BERAZUGG,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - GG,MMT,21.58,0.0,0.0,21.58,0.0,221,2021-02-22,ENTREGUE EM MÃOS,9300758c0292990baf94,Toledo/PR
372,2020-07-16,56265BERAZUGG,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - AZUL - GG,MMT,21.58,0.0,0.0,21.58,0.0,221,2021-02-22,ENTREGUE EM MÃOS,9300758c0292990baf94,Toledo/PR
373,2020-07-16,56265BERPREGG,BERMUDA MOLETOM MOLETINHO BRUXELAS ESTAMPADA MMT ORIGINAL - 56265 - PRETA - GG,MMT,21.58,0.0,0.0,30.0,7.96,155,2020-12-18,SHOPEE,5447f70827c392ff7443,"Passo Fundo, RS"
374,2020-07-16,580196CAMASFPEQ,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - ASFALTO - P,MMT,14.4,1.78,0.0,9.9,-7.27,568,2022-02-04,ENTREGUE EM MÃOS,0d80294c6334c069630c,"Palmitos, Santa Catarina"
375,2020-07-16,580196CAMPREPEQ,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PRETA - P,MMT,14.4,1.78,0.0,9.9,-7.27,531,2021-12-29,SHOPEE,f571837fe9ab51e28e36,"Campo Grande, Mato Grosso do Sul"
376,2020-07-16,580196CAMPETMED,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PETROLEO - M,MMT,14.4,1.78,0.0,9.9,-7.27,550,2022-01-17,SHOPEE,7e74a45e162630c41e6d,"São Gabriel, Rio Grande do Sul,"
377,2020-07-16,580196CAMPETMED,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PETROLEO - M,MMT,14.4,1.78,0.0,9.9,-7.27,557,2022-01-24,SHOPEE,20b144536315f20f413c,"Itaquaquecetuba, São Paulo"
378,2020-07-16,580196CAMPETMED,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PETROLEO - M,MMT,14.4,1.78,0.0,9.9,-7.27,560,2022-01-27,SHOPEE,a9b5a11c62aa5b5014d7,"Irati, Paraná"
379,2020-07-16,580196CAMPETMED,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PETROLEO - M,MMT,14.4,1.78,0.0,9.9,-7.27,559,2022-01-26,SHOPEE,3cd1263cfccbcbbefec4,"Ouro Preto, Minas Gerais"
380,2020-07-16,580196CAMASFMED,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - ASFALTO - M,MMT,14.4,1.98,0.0,9.9,-7.47,519,2021-12-17,SHOPEE,0de49c518ec01b6da056,Toledo/PR
381,2020-07-16,580196CAMASFMED,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - ASFALTO - M,MMT,14.4,1.78,0.0,9.9,-7.27,561,2022-01-28,ENTREGUE EM MÃOS,be8095ac2641d19945e0,"Petrópolis, Rio de Janeiro"
382,2020-07-16,580196CAMASFMED,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - ASFALTO - M,MMT,14.4,1.78,0.0,9.9,-7.27,574,2022-02-10,SHOPEE,a557eed1b99a0868e7db,"Limeira, São Paulo"
383,2020-07-16,580196CAMPREMED,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PRETA - M,MMT,14.4,1.78,0.0,9.9,-7.27,551,2022-01-18,SHOPEE,77879d513734ab38e7bf,"Angatuba, São Paulo"
384,2020-07-16,580196CAMASFMED,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - ASFALTO - M,MMT,14.4,0.0,0.0,15.78,0.0,417,2021-09-06,SHOPEE,deb6ab246f9e38f77946,Toledo - PR
385,2020-07-16,580196CAMPREMED,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PRETA - M,MMT,14.4,1.98,0.0,9.9,-7.47,554,2022-01-21,ENTREGUE EM MÃOS,afa5412217f23b01bf67,"São Paulo, São Paulo"
386,2020-07-16,580196CAMPREMED,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PRETA - M,MMT,14.4,1.78,0.0,9.9,-7.27,560,2022-01-27,SHOPEE,d503d584ef61d5933c1f,"Curitiba, Paraná"
387,2020-07-16,580196CAMPREMED,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PRETA - M,MMT,14.4,1.78,0.0,9.9,-7.27,561,2022-01-28,SHOPEE,be8095ac2641d19945e0,"Petrópolis, Rio de Janeiro"
388,2020-07-16,580196CAMPETGRA,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PETROLEO - G,MMT,14.4,1.78,0.0,9.9,-7.27,564,2022-01-31,SHOPEE,b0007df02e6547dc62c7,"Guaíba, Rio Grande do Sul"
389,2020-07-16,580196CAMPETGRA,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PETROLEO - G,MMT,14.4,1.78,0.0,9.9,-7.27,566,2022-02-02,SHOPEE,600b889c46d6f9f438a4,"Foz do Iguaçu, Paraná"
390,2020-07-16,580196CAMPETGRA,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PETROLEO - G,MMT,14.4,1.78,0.0,9.9,-7.27,566,2022-02-02,SHOPEE,5809948a8798da3281c7,"Caçapava, São Paulo"
391,2020-07-16,580196CAMPETGRA,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PETROLEO - G,MMT,14.4,1.78,0.0,9.9,-7.27,566,2022-02-02,SHOPEE,8f60b22b35604d22bb93,"Três Rios, Rio de Janeiro"
392,2020-07-16,580196CAMPETGRA,CAMISETA MASCULINA ESTAMPADA INDONESIA MMT - 580196 - PETROLEO - G,MMT,14.4,1.78,0.0,9.9,-7.27,595,2022-03-03,SHOPEE,98fe19eb250b03a6e6cf,"São Valério do Sul, Rio Grande do Sul,"
