,data_compra,sku,produto,fornecedor,custo_bruto,comissoes_mktplace,frete,preco_venda,lucro_venda,dias_estoque,cliente,marketplace_venda,marketplace_unificado,data_venda,dia_semana,fim_semana,ano_mes_venda,quarter_venda,uf,regiao_br
0,2019-11-16,6105380000,CX FERRAM METALICA/PLAST CMV 0380 VONDER,OVD,94.09,0.0,0.0,130.0,35.75,331,f1f57e0e043eafbec890,ENTREGUE EM MÃOS,ENTREGUE EM MÃOS,2020-10-12,Monday,False,2020-10,2020-T4,PR,SUL
1,2019-11-16,3085250000,TESOURA USO GERAL 25CM VONDER 8213.00.00,OVD,10.23,7.74,0.0,24.9,5.78,157,5807893901f09e4be73e,ML MHL TOOLS,MERCADO LIVRE,2020-04-21,Tuesday,False,2020-04,2020-T2,SP,SUDESTE
2,2019-11-16,3002142518,"ALIC UNIVERSAL 8"" 219022B BELZER 8203.20.10",OVD,43.8,15.86,5.65,79.43,11.57,380,1ada6905d17db2a99dac,ML MHL TOOLS,MERCADO LIVRE,2020-11-30,Monday,False,2020-11,2020-T4,SP,SUDESTE
3,2019-11-16,3032813218,"ALIC BICO M.CANA TELEF.8132 IOX-8""GEDORE 8203.20.10",OVD,66.06,15.86,5.65,99.9,10.21,380,1ada6905d17db2a99dac,ML MHL TOOLS,MERCADO LIVRE,2020-11-30,Monday,False,2020-11,2020-T4,SP,SUDESTE
4,2019-11-16,3002146506,"ALIC CORTE DIAGONAL 6"" 219024B BELZER",OVD,61.32,18.9,0.0,86.9,5.22,266,d43c52bbf8c9176de5f8,ML ALEGRISHOP,MERCADO LIVRE,2020-08-08,Saturday,True,2020-08,2020-T3,RJ,SUDESTE
5,2019-11-16,3837200018,TRENA KTS1-8ME-S 8METROS STARRETT 9017.80.10,OVD,28.12,13.48,0.0,49.9,6.76,360,09c94e8e8e6308395397,ML ALEGRISHOP,MERCADO LIVRE,2020-11-10,Tuesday,False,2020-11,2020-T4,SP,SUDESTE
6,2019-11-16,3837200018,TRENA KTS1-8ME-S 8METROS STARRETT 9017.80.10,OVD,28.12,13.48,0.0,49.9,6.76,360,09c94e8e8e6308395397,ML ALEGRISHOP,MERCADO LIVRE,2020-11-10,Tuesday,False,2020-11,2020-T4,SP,SUDESTE
7,2019-11-16,3837200018,TRENA KTS1-8ME-S 8METROS STARRETT 9017.80.10,OVD,28.12,13.48,0.0,49.9,6.76,360,09c94e8e8e6308395397,ML ALEGRISHOP,MERCADO LIVRE,2020-11-10,Tuesday,False,2020-11,2020-T4,SP,SUDESTE
8,2019-11-16,3837200018,TRENA KTS1-8ME-S 8METROS STARRETT 9017.80.10,OVD,28.12,9.31,5.0,49.9,5.93,576,1a4c56bb5c44e5a70f63,OLIST,OLIST,2021-06-14,Monday,False,2021-06,2021-T2,MS,CENTRO-OESTE
9,2019-11-16,3837200018,TRENA KTS1-8ME-S 8METROS STARRETT 9017.80.10,OVD,28.12,9.31,5.0,49.9,5.93,585,19326671b374efe99d90,OLIST,OLIST,2021-06-23,Wednesday,False,2021-06,2021-T2,RS,SUL
10,2019-11-16,3837200018,TRENA KTS1-8ME-S 8METROS STARRETT 9017.80.10,OVD,28.12,0.0,0.0,28.12,0.36,509,deb6ab246f9e38f77946,ENTREGUE EM MÃOS,ENTREGUE EM MÃOS,2021-04-08,Thursday,False,2021-04,2021-T2,PR,SUL
11,2019-11-16,3570100060,CH FENDA/PHILLIPS PRECISAO 6PCS VONDER,OVD,17.7,11.38,0.0,39.9,9.1,271,9409e568def94aab7f85,ML ALEGRISHOP,MERCADO LIVRE,2020-05-14,Thursday,False,2020-05,2020-T2,PR,SUL
12,2019-11-16,3043620801,"CH AJUSTAVEL 8""",OVD,65.0,19.38,0.0,89.9,4.17,251,b31c0ae10c7c22b5955a,ML ALEGRISHOP,MERCADO LIVRE,2020-07-24,Friday,False,2020-07,2020-T3,RJ,SUDESTE
13,2019-11-16,3065146000,MINIARCO DE SERRA - 146 STARRETT 8202.10.00,OVD,10.0,1.0,0.0,19.9,8.16,530,6fb767835e7d79b0617b,SHOPEE,SHOPEE,2021-04-29,Thursday,False,2021-04,2021-T2,SP,SUDESTE
14,2019-11-16,3099011000,ESTILETE S011 TRAPEZ HIDDEN EDGE STARRET 8211.93.90,OVD,117.04,28.88,15.45,169.9,7.73,431,9bf550f0ebcfb4b02e57,ML ALEGRISHOP,MERCADO LIVRE,2021-01-20,Wednesday,False,2021-01,2021-T1,SP,SUDESTE
15,2019-11-16,3589020000,MARTELO UNHA 20MM CABO FIBRA VONDER,OVD,15.78,10.58,0.0,34.9,7.07,248,a3fbaafd3c7d422950d6,ML MHL TOOLS,MERCADO LIVRE,2020-07-21,Tuesday,False,2020-07,2020-T3,SC,SUL
16,2019-11-16,3538028000,BITS/PONTEIRA CRV C/28PC ENC 1/4 VONDER 8207.90.00,OVD,33.88,14.58,0.0,59.9,9.59,515,de661c2c8e1653fb5945,MAGALU,MAGALU,2021-04-14,Wednesday,False,2021-04,2021-T2,SP,SUDESTE
17,2019-11-16,1037331920,FITA ISOL 19MMX20M SCOTCH 33+ 3M 3919.10.20,OVD,16.08,9.3,0.0,26.9,0.78,320,8bed78f04eb815b51224,ML ALEGRISHOP,MERCADO LIVRE,2020-10-01,Thursday,False,2020-10,2020-T4,SP,SUDESTE
18,2019-11-16,1037331920,FITA ISOL 19MMX20M SCOTCH 33+ 3M 3919.10.20,OVD,16.08,9.3,0.0,26.9,0.78,320,8bed78f04eb815b51224,ML ALEGRISHOP,MERCADO LIVRE,2020-10-01,Thursday,False,2020-10,2020-T4,SP,SUDESTE
19,2019-11-16,1037331920,FITA ISOL 19MMX20M SCOTCH 33+ 3M 3919.10.20,OVD,16.08,9.44,0.0,26.9,0.64,444,131fb4db8675c01bb276,ML MHL TOOLS,MERCADO LIVRE,2021-02-02,Tuesday,False,2021-02,2021-T1,SP,SUDESTE
20,2019-11-16,1037331920,FITA ISOL 19MMX20M SCOTCH 33+ 3M 3919.10.20,OVD,16.08,9.44,0.0,26.9,0.64,444,131fb4db8675c01bb276,ML MHL TOOLS,MERCADO LIVRE,2021-02-02,Tuesday,False,2021-02,2021-T1,SP,SUDESTE
21,2019-11-16,1037331920,FITA ISOL 19MMX20M SCOTCH 33+ 3M 3919.10.20,OVD,16.08,9.44,0.0,26.9,0.64,444,131fb4db8675c01bb276,ML MHL TOOLS,MERCADO LIVRE,2021-02-02,Tuesday,False,2021-02,2021-T1,SP,SUDESTE
22,2019-11-16,1037331920,FITA ISOL 19MMX20M SCOTCH 33+ 3M 3919.10.20,OVD,16.08,9.44,0.0,26.9,0.64,444,131fb4db8675c01bb276,ML MHL TOOLS,MERCADO LIVRE,2021-02-02,Tuesday,False,2021-02,2021-T1,SP,SUDESTE
23,2019-11-16,1037331920,FITA ISOL 19MMX20M SCOTCH 33+ 3M 3919.10.20,OVD,16.08,9.44,0.0,26.9,0.64,444,131fb4db8675c01bb276,ML MHL TOOLS,MERCADO LIVRE,2021-02-02,Tuesday,False,2021-02,2021-T1,SP,SUDESTE
24,2019-11-16,1037331920,FITA ISOL 19MMX20M SCOTCH 33+ 3M 3919.10.20,OVD,16.08,0.0,0.0,16.75,0.0,593,deb6ab246f9e38f77946,ENTREGUE EM MÃOS,ENTREGUE EM MÃOS,2021-07-01,Thursday,False,2021-07,2021-T3,PR,SUL
25,2019-11-16,1037331920,FITA ISOL 19MMX20M SCOTCH 33+ 3M 3919.10.20,OVD,16.08,3.78,0.0,20.99,0.91,704,45337e1a03e49fb62bb1,SHOPEE,SHOPEE,2021-10-20,Wednesday,False,2021-10,2021-T4,RJ,SUDESTE
26,2019-11-16,1037331920,FITA ISOL 19MMX20M SCOTCH 33+ 3M 3919.10.20,OVD,16.08,2.86,0.0,15.9,-4.63,831,8a4741d453c8dbf6aa1d,SHOPEE,SHOPEE,2022-02-24,Thursday,False,2022-02,2022-T1,RJ,SUDESTE
27,2019-11-16,3880003100,ALIC AMPERIMETRO DIGITAL ET-3100 MINIPA 9030.31.00,OVD,118.04,0.0,0.0,118.04,0.0,513,0de49c518ec01b6da056,ENTREGUE EM MÃOS,ENTREGUE EM MÃOS,2021-04-12,Monday,False,2021-04,2021-T2,PR,SUL
28,2019-11-16,5165215300,LUBRIFICANTE SPRAY 300ML/200G VONDER 3824.99.41,OVD,6.18,5.99,0.0,6.18,-5.91,288,deb6ab246f9e38f77946,ENTREGUE EM MÃOS,ENTREGUE EM MÃOS,2020-08-30,Sunday,True,2020-08,2020-T3,PR,SUL
29,2019-11-16,3599113001,JG FERRAMENTAS C/113PC KF 001 954 8206.00.00,OVD,303.34,76.48,49.95,449.9,20.41,379,aa1a11e94c425c07c11f,ML MHL TOOLS,MERCADO LIVRE,2020-11-29,Sunday,True,2020-11,2020-T4,SP,SUDESTE
30,2019-11-16,3606308019,CH COMB JG 08 A 19MM CATRACA 7PC VONDER,OVD,164.38,38.38,17.45,239.9,20.1,255,c12def4ba64354f497d1,ML MHL TOOLS,MERCADO LIVRE,2020-07-28,Tuesday,False,2020-07,2020-T3,SE,NORDESTE
31,2019-11-16,6065900211,ESMERILHADEIRA 9002AL 115MM 127V SKIL,OVD,217.33,41.58,17.45,299.9,25.24,210,996da7e0e143662fffe0,ML ALEGRISHOP,MERCADO LIVRE,2020-06-13,Saturday,True,2020-06,2020-T2,PR,SUL
32,2019-11-16,6065900422,ESMERILHADEIRA 9004JQ 115MM 220V SKIL,OVD,211.81,47.98,21.95,299.9,19.3,250,ddbe776f981340c3235c,ML ALEGRISHOP,MERCADO LIVRE,2020-07-23,Thursday,False,2020-07,2020-T3,PR,SUL
33,2019-11-16,3599114220,"FURADEIRA IMP 3/8""220V KIT C/114PC 954 8467.21.00",OVD,313.6,100.68,38.39,529.9,55.6,716,f3c3ae9e67bd003eb1d1,OLIST,OLIST,2021-11-01,Monday,False,2021-11,2021-T4,PR,SUL
34,2019-11-16,6055565020,FURADEIRA HD565K-B2 IMP. 220V BD 8467.21.00,OVD,239.21,60.78,21.95,379.9,56.5,207,8b995d696cfb21930bca,ML ALEGRISHOP,MERCADO LIVRE,2020-06-10,Wednesday,False,2020-06,2020-T2,RS,SUL
35,2019-11-16,3599114127,"FURADEIRA IMP 3/8""127V KIT C/114PC 954 8467.21.00",OVD,314.51,25.48,34.95,149.9,-240.03,842,b12bdfe233aac92e90e6,ML MHL TOOLS,MERCADO LIVRE,2022-03-07,Monday,False,2022-03,2022-T1,MG,SUDESTE
36,2019-11-16,6020122820,"FURADEIRA 1228.1 IMP.1/2"" VVR 220V BOSCH 8467.21.00",OVD,447.77,92.43,0.0,539.9,8.41,172,b09a653f79b7912aefeb,B2W,B2W,2020-05-06,Wednesday,False,2020-05,2020-T2,SP,SUDESTE
37,2019-11-16,6020122810,"FURADEIRA 1228.1 IMP.1/2"" VVR 127V BOSCH",OVD,495.92,90.42,22.95,531.9,-130.58,780,56012160c268f2e75078,ML MHL TOOLS,MERCADO LIVRE,2022-01-04,Tuesday,False,2022-01,2022-T1,MG,SUDESTE
38,2020-01-19,6001020220,SOPRADOR TERMICO STV2000N 220V VONDER,OVD,91.69,23.84,0.0,119.9,4.71,107,941b5b2bb42e7d3246a3,B2W,B2W,2020-05-05,Tuesday,False,2020-05,2020-T2,RS,SUL
39,2020-01-19,6001020220,SOPRADOR TERMICO STV2000N 220V VONDER,OVD,91.69,24.43,0.0,119.9,4.12,114,c54a3281f9ee765c418b,B2W,B2W,2020-05-12,Tuesday,False,2020-05,2020-T2,SP,SUDESTE
40,2020-01-19,6001020110,SOPRADOR TERMICO STV2000N 127V VONDER,OVD,91.69,22.56,0.0,119.9,5.99,107,247b252b498e289542dc,B2W,B2W,2020-05-05,Tuesday,False,2020-05,2020-T2,PR,SUL
41,2020-01-19,6001853127,"MARTELETE PERF/ROMP MPV853 3,3J 127V VD",OVD,339.75,84.78,26.34,529.9,77.6,147,afba6b1ee31b11be71be,ML MHL TOOLS,MERCADO LIVRE,2020-06-14,Sunday,True,2020-06,2020-T2,PR,SUL
42,2020-01-19,6001853220,"MARTELETE PERF/ROMP MPV853 3,3J 220V VD",OVD,339.75,84.78,26.34,529.9,77.6,142,88300647fb449facfe24,ML MHL TOOLS,MERCADO LIVRE,2020-06-09,Tuesday,False,2020-06,2020-T2,ES,SUDESTE
43,2020-01-19,6001012000,PARAFUS/FURAD BAT 12V PFV012 BIVOLT VD,OVD,172.2,37.13,0.0,209.9,3.77,106,f7a42674996516f24f22,B2W,B2W,2020-05-04,Monday,False,2020-05,2020-T2,SP,SUDESTE
44,2020-01-19,6001012000,PARAFUS/FURAD BAT 12V PFV012 BIVOLT VD,OVD,172.2,38.21,0.0,209.9,2.69,106,42f4cd1e4b64d54cbc0e,B2W,B2W,2020-05-04,Monday,False,2020-05,2020-T2,PR,SUL
45,2020-05-17,6001020220,SOPRADOR TERMICO STV2000N 220V VONDER,OVD,166.77,39.98,16.95,249.9,26.18,67,862682e0cdb9f24900aa,ML ALEGRISHOP,MERCADO LIVRE,2020-07-23,Thursday,False,2020-07,2020-T3,PI,NORDESTE
46,2020-05-17,6001020220,SOPRADOR TERMICO STV2000N 220V VONDER,OVD,166.77,42.48,23.9,249.9,16.73,100,9bdd4d60c3d516c914be,ML ALEGRISHOP,MERCADO LIVRE,2020-08-25,Tuesday,False,2020-08,2020-T3,ES,SUDESTE
47,2020-05-17,6001020220,SOPRADOR TERMICO STV2000N 220V VONDER,OVD,166.77,42.48,21.9,249.9,18.73,164,dcd7b707c2ede53a83b2,ML ALEGRISHOP,MERCADO LIVRE,2020-10-28,Wednesday,False,2020-10,2020-T4,MT,CENTRO-OESTE
48,2020-05-17,6001020110,SOPRADOR TERMICO STV2000N 127V VONDER,OVD,166.77,39.98,23.9,249.9,19.23,38,e96e3643185f4ae6e221,ML ALEGRISHOP,MERCADO LIVRE,2020-06-24,Wednesday,False,2020-06,2020-T2,ES,SUDESTE
49,2020-05-17,6001020110,SOPRADOR TERMICO STV2000N 127V VONDER,OVD,166.77,39.98,17.45,249.9,25.68,41,202b85e9bd3b63026ead,ML ALEGRISHOP,MERCADO LIVRE,2020-06-27,Saturday,True,2020-06,2020-T2,MG,SUDESTE
50,2020-05-17,6001020110,SOPRADOR TERMICO STV2000N 127V VONDER,OVD,166.77,39.98,17.45,249.9,25.68,41,202b85e9bd3b63026ead,ML ALEGRISHOP,MERCADO LIVRE,2020-06-27,Saturday,True,2020-06,2020-T2,MG,SUDESTE
51,2020-05-17,6001012000,PARAFUS/FURAD BAT 12V PFV012 BIVOLT VD,OVD,231.99,52.78,17.45,329.9,28.84,75,822f459c0e5e51a5a83b,ML MHL TOOLS,MERCADO LIVRE,2020-07-31,Friday,False,2020-07,2020-T3,SP,SUDESTE
52,2020-05-17,6001012000,PARAFUS/FURAD BAT 12V PFV012 BIVOLT VD,OVD,231.99,52.78,17.45,329.9,28.84,75,324e186cbc994dbfa5e9,ML MHL TOOLS,MERCADO LIVRE,2020-07-31,Friday,False,2020-07,2020-T3,PR,SUL
53,2020-05-17,6001012000,PARAFUS/FURAD BAT 12V PFV012 BIVOLT VD,OVD,231.99,52.78,17.45,329.9,28.84,87,5c5bd8c20fcf85edd9bc,ML MHL TOOLS,MERCADO LIVRE,2020-08-12,Wednesday,False,2020-08,2020-T3,SP,SUDESTE
54,2020-05-17,6001074000,PARAF/FURAD BAT 12V C/IMP KIT C/74PC VD,OVD,385.29,81.58,0.0,509.9,47.49,92,547a9a8b2b23514d6512,MAGALU,MAGALU,2020-08-17,Monday,False,2020-08,2020-T3,MG,SUDESTE
55,2020-05-17,6001074000,PARAF/FURAD BAT 12V C/IMP KIT C/74PC VD,OVD,385.29,81.58,0.0,509.9,47.49,102,54cacf23e787541e4904,MAGALU,MAGALU,2020-08-27,Thursday,False,2020-08,2020-T3,DF,CENTRO-OESTE
56,2020-05-17,6001074000,PARAF/FURAD BAT 12V C/IMP KIT C/74PC VD,OVD,385.29,89.58,0.0,559.9,86.15,108,b08c862d9a481829a577,MAGALU,MAGALU,2020-09-02,Wednesday,False,2020-09,2020-T3,PR,SUL
57,2020-05-17,6001074000,PARAF/FURAD BAT 12V C/IMP KIT C/74PC VD,OVD,385.29,86.68,21.95,509.9,20.45,240,5d3db88b84ec44cc7efb,ML MHL TOOLS,MERCADO LIVRE,2021-01-12,Tuesday,False,2021-01,2021-T1,ES,SUDESTE
58,2020-05-17,6001074000,PARAF/FURAD BAT 12V C/IMP KIT C/74PC VD,OVD,385.29,106.38,26.39,559.9,42.97,365,5f7e2145852b2663bbd2,OLIST,OLIST,2021-05-17,Monday,False,2021-05,2021-T2,DF,CENTRO-OESTE
59,2020-05-17,3085250000,TESOURA USO GERAL 25CM VONDER 8213.00.00,OVD,13.3,11.82,0.0,35.9,8.98,513,dea86e764b51eaa19ebd,MAGALU,MAGALU,2021-10-12,Tuesday,False,2021-10,2021-T4,GO,CENTRO-OESTE
60,2020-05-17,3085250000,TESOURA USO GERAL 25CM VONDER 8213.00.00,OVD,13.3,8.38,0.0,19.9,-3.77,570,3dc25c17f18c9464429e,ML MHL TOOLS,MERCADO LIVRE,2021-12-08,Wednesday,False,2021-12,2021-T4,SP,SUDESTE
61,2020-05-17,3085250000,TESOURA USO GERAL 25CM VONDER 8213.00.00,OVD,13.3,4.14,0.0,22.99,3.25,572,a16b1e1ad43f3da4195f,SHOPEE,SHOPEE,2021-12-10,Friday,False,2021-12,2021-T4,MG,SUDESTE
62,2020-05-17,6240000150,"PULVERIZADOR 1,5L COMP PREVIA VONDER 8424.89.90",OVD,30.98,10.62,5.0,55.9,7.52,365,73ba3d40ede20228a2c9,OLIST,OLIST,2021-05-17,Monday,False,2021-05,2021-T2,RJ,SUDESTE
63,2020-05-17,6240000150,"PULVERIZADOR 1,5L COMP PREVIA VONDER 8424.89.90",OVD,30.98,11.78,0.0,39.9,-6.85,554,6018ee7875f9db03354a,ML MHL TOOLS,MERCADO LIVRE,2021-11-22,Monday,False,2021-11,2021-T4,SP,SUDESTE
64,2020-05-17,6878120220,INVERSOR DIG RIV120 C/MALETA 220V VONDER,OVD,610.81,131.18,26.34,819.9,57.88,41,d0ac8c57bdce246e44e9,ML MHL TOOLS,MERCADO LIVRE,2020-06-27,Saturday,True,2020-06,2020-T2,PR,SUL
65,2020-05-17,7022050050,LUPA ARTIC.5X LED C/FIXADOR P/BANCADA VD 9013.80.90,OVD,382.79,102.58,26.39,539.9,30.35,354,648e524c40d09022f1b9,OLIST,OLIST,2021-05-06,Thursday,False,2021-05,2021-T2,GO,CENTRO-OESTE
66,2020-05-17,3540300005,BOLSA EM LONA BL 005 VONDER,OVD,34.45,10.51,0.0,34.45,-10.07,98,deb6ab246f9e38f77946,ENTREGUE EM MÃOS,ENTREGUE EM MÃOS,2020-08-23,Sunday,True,2020-08,2020-T3,PR,SUL
67,2020-05-17,6020122820,"FURADEIRA 1228.1 IMP.1/2"" VVR 220V BOSCH 8467.21.00",OVD,551.5,89.58,0.0,699.9,67.22,470,9d72172a8e2cad319b74,MAGALU,MAGALU,2021-08-30,Monday,False,2021-08,2021-T3,SC,SUL
68,2020-06-17,7891230050049,FITA ISOLANTE 5M EM TUBO C/ 10 ROLOS,BAIP,12.01,1.27,0.0,9.9,-4.37,569,413c45c4b83bbeeae883,MAGALU,MAGALU,2022-01-07,Friday,False,2022-01,2022-T1,PR,SUL
69,2020-06-17,8441190284399,JOGO DE CHAVES CATRACA 40 PECAS,BAIP,44.04,16.18,0.0,69.9,7.98,61,f3ab084763e32e66cc59,ML ALEGRISHOP,MERCADO LIVRE,2020-08-17,Monday,False,2020-08,2020-T3,PR,SUL
70,2020-06-17,7898605603282,ALICATE DE CRIMPAR 3 EM 1,BAIP,22.69,0.0,0.0,25.94,3.25,217,ac68525ee145fdb1ba73,SHOPEE,SHOPEE,2021-01-20,Wednesday,False,2021-01,2021-T1,SC,SUL
71,2020-06-17,7898605603282,ALICATE DE CRIMPAR 3 EM 1,BAIP,22.69,0.0,0.0,25.94,3.25,219,2f8f46073429ab715323,SHOPEE,SHOPEE,2021-01-22,Friday,False,2021-01,2021-T1,MG,SUDESTE
72,2020-06-17,7898605603282,ALICATE DE CRIMPAR 3 EM 1,BAIP,22.69,1.4,0.0,27.93,3.67,296,671175d470c862a33b58,SHOPEE,SHOPEE,2021-04-09,Friday,False,2021-04,2021-T2,SP,SUDESTE
73,2020-06-17,7899576620025,"REBITADEIRA 9.5"" BARCELONA",BAIP,17.35,4.5,0.0,24.99,0.64,511,319059eaf6da22461bf9,SHOPEE,SHOPEE,2021-11-10,Wednesday,False,2021-11,2021-T4,ES,SUDESTE
74,2020-06-17,59787020163,PULVERIZADOR 2L HAI BRASIL,BAIP,21.35,10.08,0.0,29.9,-4.52,530,dfdd47ad312b7c23422c,ML MHL TOOLS,MERCADO LIVRE,2021-11-29,Monday,False,2021-11,2021-T4,SP,SUDESTE
75,2020-06-17,59787020163,PULVERIZADOR 2L HAI BRASIL,BAIP,21.35,10.08,0.0,29.9,-4.52,530,dfdd47ad312b7c23422c,ML MHL TOOLS,MERCADO LIVRE,2021-11-29,Monday,False,2021-11,2021-T4,SP,SUDESTE
76,2020-06-17,7899441524458,KIT REPARO DE PNEU AUTOMOTIVO C/ 6 PCS SQ,BAIP,10.68,6.68,5.0,9.9,-13.45,572,e918cda2ab410e7311a7,ML MHL TOOLS,MERCADO LIVRE,2022-01-10,Monday,False,2022-01,2022-T1,RS,SUL
77,2020-06-17,7898505888956,ALICATE DE PRESSAO IDEA ID-4566A,BAIP,26.02,8.38,0.0,19.9,-16.49,602,7ceac2b481b560d3cc6e,ML MHL TOOLS,MERCADO LIVRE,2022-02-09,Wednesday,False,2022-02,2022-T1,PR,SUL
78,2020-06-17,7899441516392,CHAVE T 21 PCS SQ,BAIP,14.68,16.18,0.0,69.9,34.4,28,0828f29cc497b00f1ea0,ML ALEGRISHOP,MERCADO LIVRE,2020-07-15,Wednesday,False,2020-07,2020-T3,RS,SUL
79,2020-06-17,8809968216117,COMPRESSOR 12V. AUTOMOTIVO BALI,BAIP,50.71,20.78,15.45,129.9,38.47,33,9eb97ebd15fd536b81c2,ML ALEGRISHOP,MERCADO LIVRE,2020-07-20,Monday,False,2020-07,2020-T3,MG,SUDESTE
80,2020-06-17,7899441523956,ABRACADEIRA DE NYLON - 3.6X150MM C/ 100UN.,BAIP,8.01,1.36,5.0,8.0,-7.17,243,deb6ab246f9e38f77946,ENTREGUE EM MÃOS,ENTREGUE EM MÃOS,2021-02-15,Monday,False,2021-02,2021-T1,PR,SUL
81,2020-06-17,7898667531271,RODAS / RODIZIO P / MOVEIS C/ 4UN,BAIP,6.67,14.89,0.0,29.9,6.4,435,743c6072429863416e39,OLIST,OLIST,2021-08-26,Thursday,False,2021-08,2021-T3,SC,SUL
82,2020-06-17,7908212121854,BALANCA PARA COZINHA DIGITAL 10KG XHADAY,BAIP,30.03,0.0,0.0,43.9,13.04,105,1f927dc8eff43bd6dee7,ENTREGUE EM MÃOS,ENTREGUE EM MÃOS,2020-09-30,Wednesday,False,2020-09,2020-T3,PR,SUL
83,2020-06-17,789201907610,ESTILETE REFORCADO EMBORRACHADO,BAIP,4.67,6.1,0.0,6.9,-4.01,27,567a3c9f46488e917ac4,ML MHL TOOLS,MERCADO LIVRE,2020-07-14,Tuesday,False,2020-07,2020-T3,PR,SUL
84,2020-06-17,7892018010255,TRENA 10M EMBORRACHADA,BAIP,16.02,8.18,0.0,19.9,-4.44,21,1dfba7c392f5e2f0555b,ML MHL TOOLS,MERCADO LIVRE,2020-07-08,Wednesday,False,2020-07,2020-T3,PR,SUL
85,2020-06-17,7892018010255,TRENA 10M EMBORRACHADA,BAIP,16.02,8.18,0.0,19.9,-4.44,21,1dfba7c392f5e2f0555b,ML MHL TOOLS,MERCADO LIVRE,2020-07-08,Wednesday,False,2020-07,2020-T3,PR,SUL
86,2020-06-17,7899576620490,"NIVEL 3 BOLHAS 16"" / 40CM",BAIP,10.01,10.08,0.0,29.9,8.2,155,24fc9aa99b337a646721,ML ALEGRISHOP,MERCADO LIVRE,2020-11-19,Thursday,False,2020-11,2020-T4,RJ,SUDESTE
87,2020-06-17,7895315001377,JOGO DE BROCAS P/ MADEIRA 13 PCS,BAIP,10.68,7.22,0.0,13.9,-4.15,23,ee441d858b7f23a11c43,ML MHL TOOLS,MERCADO LIVRE,2020-07-10,Friday,False,2020-07,2020-T3,PR,SUL
88,2020-06-17,2010000004951,JOGO DE SERRA COPOS COM 6 PECAS TROYA,BAIP,16.02,9.78,0.0,29.9,3.09,187,ae3cd8e004fc84cbca8c,MAGALU,MAGALU,2020-12-21,Monday,False,2020-12,2020-T4,PR,SUL
89,2020-06-17,2010000006542,LUVA PIGMENTADA - PACOTE C/ 12 PARES - CLARA,BAIP,32.03,14.48,0.0,49.9,2.24,342,caa278b3ac467020a472,ML MHL TOOLS,MERCADO LIVRE,2021-05-25,Tuesday,False,2021-05,2021-T2,SP,SUDESTE
90,2020-06-17,2010000004173,KIT CHAVE TORX 9 PCS GRANDE,BAIP,16.02,11.78,0.0,39.9,10.22,385,2d3ebfae66b5cb66e80f,ML MHL TOOLS,MERCADO LIVRE,2021-07-07,Wednesday,False,2021-07,2021-T3,SP,SUDESTE
91,2020-06-17,2010000005521,KIT CHAVE ALLEN 9 PCS GRANDE,BAIP,16.02,11.78,0.0,39.9,10.22,229,371932b15bdd1df124df,ML ALEGRISHOP,MERCADO LIVRE,2021-02-01,Monday,False,2021-02,2021-T1,SP,SUDESTE
92,2020-06-17,6952460031183,LANTERNA 5 LED SS-5605,BAIP,12.01,2.04,5.0,12.0,-8.25,243,deb6ab246f9e38f77946,ENTREGUE EM MÃOS,ENTREGUE EM MÃOS,2021-02-15,Monday,False,2021-02,2021-T1,PR,SUL
93,2020-06-17,7898605609963,CONTROLE PARA TV - UNIVERSAL,BAIP,10.68,8.18,0.0,19.9,0.37,29,e93f38c423f45c7db28a,ML ALEGRISHOP,MERCADO LIVRE,2020-07-16,Thursday,False,2020-07,2020-T3,SP,SUDESTE
94,2020-06-17,7898605609963,CONTROLE PARA TV - UNIVERSAL,BAIP,10.68,11.38,0.0,39.9,15.42,98,65bcf3362b152b4d4e09,MAGALU,MAGALU,2020-09-23,Wednesday,False,2020-09,2020-T3,MG,SUDESTE
95,2020-06-17,7898605609963,CONTROLE PARA TV - UNIVERSAL,BAIP,10.68,0.0,0.0,12.94,2.2,188,63da9b6e7b3241af3f22,SHOPEE,SHOPEE,2020-12-22,Tuesday,False,2020-12,2020-T4,SP,SUDESTE
96,2020-06-17,7895315009311,CHAVE TESTE DIGITAL PRO EDA,BAIP,8.67,6.58,0.0,9.9,-5.35,37,2c97f77909c1ffac05b2,ML MHL TOOLS,MERCADO LIVRE,2020-07-24,Friday,False,2020-07,2020-T3,SC,SUL
97,2020-06-17,7899576607644,FERRO DE SOLDA BARCELONA 60W 220V,BAIP,16.68,11.38,0.0,39.9,10.02,125,ccba0bb60cb0ed3451ad,MAGALU,MAGALU,2020-10-20,Tuesday,False,2020-10,2020-T4,RJ,SUDESTE
98,2020-06-17,7895315010331,"ALICATE DE BICO MEIA CANA 6"" EXELLENT",BAIP,12.68,0.0,0.0,16.84,3.96,175,e649409f360574f55323,SHOPEE,SHOPEE,2020-12-09,Wednesday,False,2020-12,2020-T4,DF,CENTRO-OESTE
99,2020-06-17,7895315010348,"ALICATE DE CORTE 6"" EXELLENT",BAIP,12.68,0.0,0.0,16.84,3.96,175,e649409f360574f55323,SHOPEE,SHOPEE,2020-12-09,Wednesday,False,2020-12,2020-T4,DF,CENTRO-OESTE
